id;name;article_A1;article_A2;article_A3;article_A4;article_B1;article_B2;article_B3;article_B4;guidance_d_c;guidance_m_c;patent;software;first_doc
1105;Ivan Faria;0;0;1;0;1;0;0;0;0;4;0;0;2017
1106;Douglas De Assis Teles Santos;7;2;1;7;3;9;1;1;0;0;0;0;2022
1107;Meirilane Rodrigues Maia;0;0;1;2;2;0;0;0;0;7;0;0;2012
1108;Bárbara Dantas Fontes Soares;0;0;1;0;0;0;0;0;0;0;0;0;2003
1109;Gabriele Marisco da Silva;0;0;2;3;7;2;1;5;1;8;1;0;2015
1110;Maria Aparecida Araújo Figueiredo;2;0;0;1;0;0;1;0;0;6;0;0;2009
1111;Ricardo Martins Valle;0;0;0;1;0;0;1;0;0;6;0;0;2010
1112;Alex Santana França;0;0;0;0;4;0;1;0;0;0;0;0;2018
1113;Suzicleide Lopes De Oliveira;0;0;2;0;0;0;0;0;0;0;0;0;0
1114;Nilton Cesar Nogueira Dos Santos;1;0;0;1;2;2;6;2;0;0;0;0;2015
1115;Marcos de Araujo Paz;0;0;0;0;0;0;0;0;0;0;0;0;2005
1116;Mariana Fagundes de Oliveira;0;0;14;1;1;1;0;0;1;16;0;0;2009
1117;Gláucia Maria Costa Trinchão;1;0;0;1;0;0;0;0;0;0;0;0;2008
1118;João Wilker Aparecido Guimarães Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
1119;Jaimeval Caetano De Souza;0;0;0;0;0;0;0;0;0;0;0;0;0
1120;Marayana Prado Pinheiro;0;0;0;0;0;0;0;0;0;0;0;0;2019
1121;Karla Santos Ramos;0;0;0;0;0;0;0;0;0;0;0;0;0
1122;Maria Lívia Astolfo Coutinho;0;0;0;0;0;1;1;0;0;0;0;0;0
1123;Joilma Silva Carneiro;1;0;0;0;0;1;0;0;0;0;0;0;0
1124;Alessandra Oliveira Teles;0;0;0;1;0;0;0;0;0;0;0;0;2017
1125;Teles Araújo Fernandes;0;2;0;0;0;0;0;0;0;0;0;0;2018
1126;Érika Ramos de Lima Aureliano;0;0;0;0;0;0;0;0;0;0;0;0;0
1127;Claudia Suely Barreto Ferreira;0;0;0;2;6;0;0;0;0;0;0;0;2022
1128;Elis Cristina Fiamengue;0;1;3;0;1;3;1;1;0;6;0;0;2002
1129;Nirvana Ferraz Santos Sampaio;1;1;0;0;1;2;2;0;1;12;0;0;2006
1130;Neila Maria Oliveira Santana;1;0;1;0;0;0;1;0;0;0;0;0;2019
1131;Jana Ribeiro De Santana;0;1;1;0;0;1;0;0;0;0;0;0;2019
1132;Hermelino Lopes De Oliveira Neto;0;0;0;0;0;0;0;0;0;0;0;0;2015
1133;Irlana Jane Menas Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2015
1134;Tatiane Pina Santos Linhares;0;0;0;1;2;0;0;0;0;0;0;0;0
1135;Odilza Lines De Almeida;0;0;0;0;0;0;0;2;0;7;0;0;2011
1136;Mariana Teixeira Santos Moura;0;0;0;0;0;0;0;0;0;0;0;0;2010
1137;Rita De Cássia Oliveira Lima Alves;0;0;0;0;1;1;0;0;0;0;0;0;2014
1138;Joao Helio Reale Da Cruz;0;0;0;0;0;0;0;0;0;0;0;0;0
1139;Ione Oliveira Jatobá Leal;0;1;1;0;3;0;1;1;0;6;0;0;2016
1140;Jair Nascimento Santos;1;2;0;2;0;1;0;0;1;13;0;0;2003
1141;Edgar Alexander;0;0;0;0;0;0;0;0;0;0;0;0;0
1142;Carmen Lucia Castro Lima;0;0;0;0;2;0;0;0;0;1;0;0;2009
1143;Ceres Marisa Silva Dos Santos;0;0;0;0;3;0;0;0;0;0;0;0;2020
1144;Rosa Malena Fagundes Xavier;0;0;2;0;1;1;5;0;0;2;0;0;2014
1145;Luciano Lima Souza;0;0;0;0;0;0;0;0;0;0;0;0;2019
1146;Paulo Luiz Souza Carneiro;4;13;2;5;2;3;0;2;13;17;0;0;2002
1147;Glória De Fátima Lima Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
1148;Gilberto Nazareno Telles Sobral;0;0;0;0;0;0;0;0;0;19;0;0;2004
1149;Francisco Dos Santos Carvalho;0;0;0;0;0;0;0;2;0;0;0;0;2013
1150;Filipe Brito Gama;0;0;0;0;1;1;0;0;0;0;0;0;0
1151;Luiz Fernando Paulino Ribeiro;0;0;0;0;1;0;0;0;0;3;0;0;2013
1152;Constância Maria Borges De Souza;0;0;0;0;0;0;0;0;0;0;0;0;2009
1153;Moizéis Silva Nery;0;0;0;0;0;0;0;0;0;0;0;0;2003
1154;Anfranserai Morais Dias;0;0;1;0;0;0;0;0;0;1;0;0;2007
1155;Julianna Nascimento Torezani;0;0;0;2;0;0;0;0;0;0;0;0;2018
1156;Kelly Cordeiro Antas;0;0;0;0;0;0;0;0;0;0;0;0;0
1157;Suiane Costa Ferreira;0;2;0;3;3;0;1;1;0;3;0;0;2016
1158;Claudio Oliveira De Carvalho;0;0;1;3;1;0;0;3;0;0;0;0;2013
1159;Roueda Abou Said;0;0;0;0;0;2;0;0;2;2;0;0;2005
1160;Sandra Márcia Campos Pereira;0;0;0;3;2;0;0;0;0;18;0;0;2007
1161;Iranice Carvalho Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2010
1162;Úrsula Cunha Anecleto;2;2;1;4;4;0;1;3;1;13;0;0;2016
1163;Luís Fernando Pascholati Gusmão;2;1;0;7;0;3;0;0;10;10;0;0;2004
1164;Acássia Benjamim Leal Pires;0;0;0;0;0;0;0;0;0;1;0;0;2009
1165;João Pedro De Castro Nunes Pereira;0;0;0;3;0;0;2;0;0;9;0;0;2007
1166;Aline Oliveira Ramos;0;0;0;0;0;0;0;0;0;0;0;0;0
1167;Márcio Pereira Lôbo;0;0;0;0;0;0;0;0;0;0;0;0;2019
1168;Crizeide Miranda Freire;0;0;0;0;1;1;0;0;0;0;0;0;0
1169;Ana Carla Ramalho Evangelista Lima;0;1;0;0;0;0;0;0;0;0;0;0;2015
1170;Catarina Nunes Bittencourt;1;0;0;0;0;0;0;0;0;0;0;0;0
1171;Polyanna Carôzo De Oliveira;0;1;0;0;0;0;0;0;0;0;0;0;2018
1172;Fabrizio Leandro Fonsêca Fiscina;0;0;0;0;0;0;0;0;0;0;0;0;2012
1173;Rozânia Alves Magalhães;0;0;0;0;0;0;0;0;0;0;0;0;0
1174;Fabiany Cruz Gonzaga;0;0;0;0;0;0;0;3;0;1;1;0;2018
1175;Claudio Roberto Nobrega Amorim;0;0;0;1;1;0;0;0;0;0;0;0;2002
1176;Michele Martins Corrêa;0;0;2;0;0;1;0;1;0;11;0;0;2006
1177;Mauro Korn;1;0;0;0;0;0;0;0;2;5;0;0;1996
1178;Isabela Lima Santos;0;0;0;0;0;1;0;0;0;0;0;0;0
1179;Kergileda Ambrosio De Oliveira Mateus;0;1;0;1;0;0;1;4;0;0;0;0;2016
1180;Ana Cristina Schilling;0;1;1;0;0;1;0;0;0;1;0;0;2007
1181;Josânia Silva Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
1182;Marcial Cotes Jorge;3;0;0;0;8;4;2;0;0;1;0;0;2016
1183;Carla Martins Kaneto;0;0;1;1;1;3;0;0;0;4;0;0;2011
1184;Adriano Alves de Rezende;4;0;0;1;1;1;0;1;0;0;0;0;2023
1185;Augusto Fagundes Da Silva Dos Santos;0;1;0;0;0;1;0;0;0;0;0;0;2020
1186;Sandra Assis Brasil;4;0;0;0;0;1;0;0;0;0;0;0;2018
1187;Pérola Cunha Bastos;0;0;0;0;0;0;0;0;0;0;0;0;0
1188;Walter Nei Lopes Dos Santos;10;7;1;1;0;0;0;0;6;9;0;0;2004
1189;Pablo Rodrigo Ficapiras;0;0;0;0;0;0;0;0;0;0;0;0;2000
1190;José Carlos Da Silva Simplício;0;0;0;0;0;0;0;0;0;0;0;0;0
1191;Marinélia Sousa Da Silva;0;0;0;0;1;0;0;0;0;0;0;0;2013
1192;Núbia dos Reis Ramos;0;4;0;1;0;0;0;0;0;0;0;0;0
1193;Milene Maria Da Silva-Castro;0;0;0;0;0;0;1;0;0;0;0;0;2010
1194;Rogério Pereira;0;0;0;0;2;0;0;0;0;0;0;0;2017
1195;Rainer Karl Madejsky;0;0;0;0;1;0;0;0;0;2;0;0;1990
1196;Marcia Costa Misi;0;0;0;2;0;0;0;0;0;0;0;0;2021
1197;Jairton Fraga Araújo;1;0;0;3;1;1;1;0;1;8;0;0;2007
1198;Jerry Adriane Pinto De Andrade;0;0;0;0;0;0;0;0;0;0;0;0;2013
1199;Ana Gabriela Alves Medeiros;0;0;0;0;1;0;1;0;0;0;0;0;2021
1200;Cláudia Araujo Bastos;0;0;0;0;0;0;0;0;0;0;0;0;2013
1201;Adriana De Borges Gomes;0;1;1;0;0;1;0;0;0;2;0;0;2014
1202;Nila Cecília de Faria Lopes Medeiros;1;2;1;0;2;0;0;0;0;0;0;0;0
1203;Marcelo Neves Costa;0;0;0;0;0;0;0;0;0;0;0;0;0
1204;Edila Dalmaso Coswosk;0;0;0;0;0;1;1;0;0;0;0;0;2019
1205;Magno Conceição Das Merces;13;3;4;7;11;7;9;1;2;15;0;0;2016
1206;Sérgio Donha Yarid;1;1;0;1;26;5;0;0;5;22;0;0;2010
1207;Christiane Freitas Luna;0;0;0;0;1;0;1;0;0;0;0;0;2013
1208;Alcylene Carla De Jesus Dos Santos;0;0;0;0;1;0;0;1;0;0;0;0;0
1209;Erika Antunes Vasconcellos;0;0;0;0;0;0;0;0;0;0;0;0;2004
1210;Jailma Dos Santos Pedreira Moreira;0;4;1;2;0;1;1;0;1;10;0;0;2008
1211;Antonio Jackson De Jesus Souza;0;0;0;0;0;0;0;0;0;0;0;0;2014
1212;Fábio Santana Nunes;0;0;0;0;3;7;0;0;0;0;0;0;2021
1213;Rozilda Vieira Oliveira;0;1;0;0;0;1;0;0;0;2;0;0;2010
1214;José Renato De Castro Pessôa;4;2;3;0;1;0;0;1;0;13;0;1;2011
1215;Licia Maria de Lima Barbosa;0;0;0;0;0;2;0;0;0;9;0;0;2013
1216;Edite Maria Da Silva De Faria;0;1;0;1;0;0;0;0;0;9;0;0;2014
1217;Raymundo José De Sá Neto;1;0;2;0;0;0;1;1;0;5;0;0;2012
1218;Silvanio Bezerra De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2009
1219;Cristiano De Sant Anna Bahia;0;1;0;0;2;1;0;0;0;8;0;0;2016
1220;Técia Mendes Daltro Borges;3;0;0;0;0;0;1;0;0;0;0;0;2003
1221;Lindomar Coutinho Da Silva;0;0;0;1;0;0;0;0;0;0;0;0;0
1222;Sérgio De Sousa Castro;3;1;1;0;0;0;0;0;3;2;1;6;2015
1223;Monalisa Nascimento Dos Santos Barros;1;6;0;0;1;2;0;0;0;2;0;0;2015
1224;Jeane Sousa Ribeiro;0;0;0;0;0;0;0;0;0;0;0;0;0
1225;Claudionor Alves da Silva;0;0;0;0;0;1;0;0;0;0;0;0;2020
1226;Raildo Mota De Jesus;6;12;4;2;2;1;1;0;5;21;0;0;2010
1227;Rayana Thyara De Lima Rêgo Ladeia;0;0;0;1;1;2;0;0;0;0;0;0;2022
1228;Maria Rachel Pinheiro Pessoa Pinto De Queiroz;0;1;0;0;0;0;0;0;0;0;0;0;2014
1229;Jo Luis Passos De Andrade;0;0;0;0;0;0;0;0;0;0;0;0;0
1230;Nivaldo Osvaldo Dutra;0;0;0;0;0;0;0;0;0;0;0;0;2015
1231;Luiz Humberto Rodrigues Souza;2;0;1;2;2;1;0;0;0;0;0;0;2019
1232;Liege Maria Queiroz Sitja;0;1;1;2;1;0;1;0;3;10;0;0;2009
1233;Angela Cristina Salgado De Santana;0;0;0;0;0;0;0;0;0;0;0;0;2008
1234;Isaiane Santos Bittencourt;0;0;0;0;1;1;0;0;0;0;0;0;0
1235;Jorge Alberto Da Costa Rocha;0;0;0;1;0;1;0;0;0;0;0;0;2009
1236;José Carlos Santana Queiroz;0;0;0;0;0;0;0;2;0;0;0;0;0
1237;Carlos Moisés Oliveira Chaves;0;0;0;0;0;0;0;0;0;0;0;0;0
1238;Tâmara De Almeida E Silva;0;1;1;0;1;0;0;0;1;8;0;0;2003
1239;Marta Loula Dourado Viana;0;1;1;0;1;0;0;2;0;0;0;0;2020
1240;João Batista Vicente Do Nascimento;0;1;0;0;0;1;0;0;0;0;0;0;2022
1241;Susana Menezes Luz de Souza;0;1;0;0;1;0;0;0;0;0;0;0;0
1242;Ivana Libertadoira Borges Carneiro;0;0;0;0;0;0;0;0;0;0;0;0;2009
1243;Luci Ana Fernandes Martins;0;0;0;0;0;0;0;0;0;0;0;0;2010
1244;Elinaldo Leal Santos;0;0;0;3;0;5;0;1;0;0;0;0;2014
1245;Pascásia Coelho da Costa Reis;0;0;0;0;0;0;0;0;0;0;0;0;0
1246;Rita De Cássia Oliveira Carneiro;0;0;0;0;0;0;0;0;0;0;0;0;2018
1247;Willian De Bulhões Brandão;0;0;0;0;0;0;0;0;0;0;0;0;0
1248;Ligia Borges Marinho;0;0;0;1;2;2;0;0;0;8;0;0;2011
1249;Ernando Silva Ferreira;1;1;0;0;1;0;0;0;0;4;0;0;2010
1250;Maria Cláudia Silva Do Carmo;0;0;1;0;0;0;1;0;0;8;0;0;2013
1251;Caroline Nery Jezler;0;0;1;0;0;0;0;0;0;0;0;0;2016
1252;Ana Paula de Souza Ramos;0;1;0;0;1;3;1;0;0;0;0;0;2019
1253;José Renato Sena Oliveira;0;0;0;0;1;1;0;0;0;1;0;0;2016
1254;Aline Silva Lara De Alvarenga;1;0;0;0;0;0;0;0;1;0;0;0;2006
1255;Jorge Luiz Maltez De Matos;0;0;0;0;0;0;0;0;0;0;0;0;0
1256;Cornelia Guimarães Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
1257;Ivan Souza Costa;0;0;0;0;0;0;0;0;0;0;0;0;0
1258;Zoraide Portela Silva;0;0;0;1;1;0;0;0;0;5;0;0;2013
1259;Carla Liane Nascimento Dos Santos;1;2;1;1;1;0;0;0;0;29;0;0;2010
1260;Olívia Maria Bastos Costa;0;0;0;0;0;0;0;0;0;0;0;0;0
1261;Tatiane De Lucena Lima;0;0;0;0;0;1;0;0;0;0;0;0;2012
1262;Rosana Maria De Oliveira Clark;0;0;0;0;0;0;0;0;0;2;0;0;2003
1263;Eliã Simeia Martins Dos Santos Amorim;0;0;0;0;0;0;0;0;0;0;0;0;2012
1264;Marisela Pi Rocha;0;0;0;0;0;0;0;0;0;0;0;0;0
1265;Jessyluce Cardoso Reis;0;0;0;0;0;0;0;0;0;0;0;0;0
1266;Elisangela Oliveira Ferreira;0;0;0;0;0;0;0;0;0;3;0;0;2008
1267;Adilson Da Silva Correia;0;0;0;0;0;0;0;0;0;0;0;0;2023
1268;David Luiz Marsaro Didonet;0;0;0;0;0;0;0;0;0;0;0;0;0
1269;Marcos Grilo Rosa;1;2;4;1;1;1;0;1;0;3;0;0;2016
1270;Jorge Augusto Alves Da Silva;0;0;0;1;0;0;0;0;0;31;0;0;2005
1271;Leandro Lopes Loguercio;2;2;1;1;1;0;0;0;5;10;0;0;1997
1272;Edson Mascarenhas Santos;0;0;0;0;0;0;0;0;0;0;0;0;2010
1273;Marivone Borges De Araújo Batista;0;0;0;0;0;0;0;0;0;0;0;0;0
1274;Edmerson Dos Santos Reis;0;2;1;2;4;2;0;0;0;20;0;0;2009
1275;Maria José Mariano;0;0;0;0;0;0;0;0;0;0;0;0;2015
1276;Flaulles Boone Bergamaschi;1;0;0;0;1;0;0;0;0;1;0;0;2015
1277;Antônia Marlene Magalhães Barbosa;0;0;0;0;0;1;0;0;0;0;0;0;2001
1278;Leane Santos Nunes;2;1;0;0;0;0;0;0;0;0;0;0;2019
1279;Marcos Antonio Pinto Ribeiro;0;0;1;0;0;0;0;0;0;9;0;0;2014
1280;Ohana Cunha Do Nascimento;0;0;0;0;1;1;0;0;0;0;0;0;2021
1281;Leandra Eugênia Gomes De Oliveira;0;0;0;0;0;1;0;0;0;0;0;0;2010
1282;Fábio Silva De Carvalho;0;0;0;0;1;0;6;0;0;0;0;0;2012
1283;Rosaria Da Paixão Trindade;0;0;0;0;0;1;0;0;0;0;0;0;2018
1284;Flávio França;0;0;1;0;0;0;0;0;0;0;0;0;2003
1285;Maria José De Oliveira Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
1286;Elias De Souza Santos;0;0;1;0;2;2;0;0;0;0;0;0;2021
1287;Marcelo Cervini;2;1;0;0;0;0;0;1;0;8;0;0;2009
1288;Diógenes Cândido De Lima;0;0;1;0;0;0;4;1;0;22;0;0;1996
1289;Cleiton Silva De Jesus;0;2;0;0;1;4;0;0;0;0;0;0;2014
1290;Marcos Lopes De Souza;6;2;4;9;4;0;0;0;0;22;0;0;2007
1291;Antônio César De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2009
1292;Elvina Perpétua Ramos Almeida;0;0;0;0;0;0;0;0;0;0;0;0;2021
1293;Fernando Faustino De Oliveira;0;0;0;0;0;1;0;0;0;5;0;0;1997
1294;Sulene Alves De Araujo;6;2;0;1;0;0;0;0;0;11;0;0;2003
1295;Luzia Wilma Santana da Silva;0;0;3;3;8;0;1;1;1;6;0;0;2006
1296;Ana Maria Souza Dos Santos Moreau;0;1;4;0;0;0;1;0;0;5;0;0;2001
1297;Juliana Laranjeira Pereira Dos Santos;0;1;1;0;2;0;0;0;0;0;0;0;2016
1298;Jalusa Silva De Arruda;3;3;0;4;1;0;0;0;1;1;0;0;2020
1299;Cláudia Pereira Vasconcelos;0;0;0;0;0;0;0;0;0;0;0;0;2022
1300;Ricardo Matos Santana;0;0;0;0;0;0;0;1;0;0;0;0;2014
1301;Rosa Amelia Fortes Garcia Lorenzo;0;0;0;0;0;0;0;0;0;0;0;0;0
1302;Francisco De Assis Silva;0;0;0;0;0;0;0;0;0;0;0;0;2020
1303;Noemi Vieira De Freitas Rios;0;0;1;0;0;1;1;0;0;0;0;0;2021
1304;Sofia Padua Manzano;0;0;0;0;0;0;0;1;0;1;0;0;2021
1305;Silvia Regina Marques Jardim;0;0;1;2;0;2;0;0;0;6;0;0;2011
1306;Jorge Luiz Santos Fernandes;0;0;0;0;0;0;0;0;0;0;0;0;0
1307;Corina Rosa;0;0;0;0;0;0;0;0;0;0;0;0;0
1308;Ernesto De Souza Massa Neto;0;0;0;0;0;0;0;0;0;1;0;0;2014
1309;Grayce Mayre Bonfim Souza;0;0;0;0;0;0;3;0;0;4;0;0;2009
1310;Ana Maria Ferreira Menezes;0;1;0;1;0;1;2;2;9;0;0;0;2002
1311;Alone Lima Brito;1;1;2;6;2;3;0;1;0;0;0;0;2009
1312;Vânia Silva Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;0
1313;Ana Barreiros de Carvalho;0;1;0;1;0;4;0;0;0;0;0;0;2013
1314;Ronney Pereira Cabral;0;0;0;0;0;0;0;0;0;0;0;0;2016
1315;Eduardo Oliveira Miranda;0;1;0;2;0;2;0;1;0;11;0;0;2019
1316;Robério Santos Souza;3;0;0;0;0;0;2;0;0;3;0;0;2013
1317;Cristina Dos Santos Carvalho;0;1;0;2;0;0;0;0;0;6;0;0;2004
1318;Silvone Santa Barbara da Silva;0;0;0;1;3;0;0;0;0;24;0;0;2010
1319;Daniela Santos Carneiro Torres;2;1;3;5;1;1;0;8;0;0;0;0;2009
1320;Iris Ribeiro De Sá;0;0;0;0;0;0;0;0;0;0;0;0;0
1321;Lívia Andrade Coelho;1;2;3;3;0;0;0;0;0;3;0;0;2014
1322;Ana Lucia Castilhano De Araujo;0;0;0;0;0;0;0;0;0;0;0;0;2008
1323;Ademir Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
1324;Neurivaldo José de Guzzi Filho;0;0;0;0;0;1;0;1;0;5;0;0;2001
1325;Thiago Cerqueira De Jesus;1;2;3;0;0;0;0;0;0;0;0;0;2021
1326;Luana Novaes Santos;2;1;2;0;0;0;1;0;0;4;0;0;2012
1327;Jurandir Ferreira Da Cruz;0;0;0;0;0;0;0;0;4;4;0;0;2003
1328;Nara Espiñeira Lemos;0;0;0;0;0;0;0;0;0;0;0;0;2009
1329;Telma Suely Pereira Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
1330;Joelia Martins Barros;0;0;0;0;1;2;0;0;0;4;0;0;2016
1331;Ana Lúcia Nunes Pereira;0;3;0;1;1;0;0;0;0;1;0;0;2017
1332;Andréa Balmant De Almeida;0;0;0;0;0;0;0;0;0;0;0;0;0
1333;Emilio Maltez Alves Filho;0;0;0;0;0;0;0;0;0;0;0;0;2016
1334;Daniela Deitos Fries;0;0;0;2;0;0;0;1;17;18;0;0;2006
1335;Flavia Fialho Cronemberger;0;0;0;0;0;0;0;0;0;0;0;0;2014
1336;Maria Vitória Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2016
1337;Dilson Ferreira;0;0;0;0;0;0;0;0;0;0;0;0;2014
1338;Taina Cadija Almeida De Mamede;0;0;0;0;0;0;1;0;0;0;0;0;0
1339;Carlos Eduardo Ribeiro Santos Bertani;0;0;0;0;0;0;0;0;0;0;0;0;0
1340;Osvaldo Francisco Ribas Lobos Fernandez;0;0;0;0;0;0;0;0;0;1;0;0;2007
1341;Janaina De Jesus Santos;1;0;0;0;1;1;0;0;0;2;0;0;2014
1342;Marcelo Friederichs Landim De Souza;0;1;0;0;0;0;1;0;0;1;0;0;1999
1343;Elce Cristina Côrtes Rebouças;0;0;0;0;0;1;0;0;0;1;0;0;2017
1344;Gleice De Oliveira Cordeiro;0;1;0;1;0;1;0;0;0;0;0;0;0
1345;Edinaldo Antonio Oliveira Souza;0;0;0;0;0;0;0;0;0;0;0;0;2015
1346;Jane Lima Dos Santos;1;4;1;3;1;0;0;0;8;11;5;0;2002
1347;Silvânia Sales De Oliveira;0;0;0;0;2;0;0;0;0;0;0;0;2019
1348;Maria Goreth E Silva Nery;0;0;0;0;0;0;0;0;0;0;0;0;2016
1349;Telma Dias Silva Dos Anjos;0;0;0;0;0;0;0;0;0;0;0;0;0
1350;Milene Peixoto Ávila;0;0;0;0;0;0;0;0;0;0;0;0;2013
1351;Maria Do Rosário Andrade Barreto Ferreira;0;0;0;1;0;1;0;0;0;0;0;0;0
1352;Herymá Giovane de Oliveira Silva;1;4;0;1;2;0;0;0;16;12;0;0;2010
1353;Roberto Claudino Ferreira;0;0;2;0;1;0;0;0;0;0;2;0;2022
1354;Celso Almeida De Lacerda;0;0;0;0;0;0;0;0;0;0;0;0;0
1355;Rita De Cássia Rocha Moreira;0;0;0;1;2;3;1;1;0;0;0;0;2013
1356;Paulo César Souza Garcia;0;3;0;1;0;1;0;0;0;12;0;0;2008
1357;Maíra Benchimol de Souza;23;7;2;2;0;1;0;2;6;5;0;0;2014
1358;Jussimara De Cássia Leite De Sousa;0;0;0;0;0;0;0;0;0;0;0;0;0
1359;Heloisa Lopes Silva De Andrade;0;0;0;1;0;1;0;0;0;0;0;0;2021
1360;Jussara Almeida Midlej Silva;0;0;0;0;0;0;0;0;0;1;0;0;2008
1361;Kleonara Santos Oliveira;0;0;0;0;1;0;0;0;0;0;0;0;0
1362;Luiz Alberto Mattos Silva;0;0;0;0;0;1;0;0;0;0;0;0;0
1363;Zanna Maria Rodrigues de Matos;0;0;0;0;0;0;0;0;0;5;0;1;2011
1364;Isnara Pereira Ivo;0;0;2;0;3;0;0;0;1;6;0;0;2009
1365;Saulo Vasconcelos Rocha;0;0;2;0;9;6;0;0;1;1;0;0;2016
1366;Paulo Roberto Santana de Melo;0;0;0;0;0;1;0;0;0;3;0;0;2009
1367;Vania Goncalves de Brito dos Santos;0;0;0;0;0;0;0;0;0;1;0;0;2009
1368;Danielle Figuerêdo Da Silva;0;0;0;0;0;0;0;6;0;0;0;0;2020
1369;Flávia Cristina De Macêdo Santana;2;2;3;1;0;1;0;0;0;0;0;0;2015
1370;José Amancio Macedo Santos;0;0;0;2;0;0;0;0;0;6;0;0;2015
1371;Daniel De Jesus Silva;0;0;0;0;1;0;0;0;0;0;0;0;2021
1372;João Paulo Moreira De Carvalho Souza;0;0;0;0;0;0;0;0;0;0;0;0;2021
1373;Igor Thiago Alvim Cardoso;0;0;0;0;0;0;0;0;0;0;0;0;0
1374;Daniela Moura Rocha De Souza;0;0;0;0;2;0;0;0;0;0;0;0;2016
1375;Júlio César Castilho Razera;2;1;0;0;2;0;0;0;0;10;0;0;2011
1376;George Kouzo Shinomiya;0;0;0;0;0;0;0;0;0;7;0;0;2013
1377;Dirceu Martins Alves;0;0;0;0;0;0;0;0;0;0;0;0;2010
1378;Quelmo Silva de Novaes;0;1;1;0;2;0;0;2;2;8;0;0;2002
1379;Itamar Pereira De Aguiar;0;1;0;0;0;0;0;0;0;7;0;0;2007
1380;Juneo Freitas Silva;10;8;3;1;1;0;0;0;5;10;2;0;2014
1381;Jeidson Antônio Morais Marques;0;0;0;0;0;1;2;1;0;0;0;0;2007
1382;Maria Neuma Mascarenhas Paes;0;0;0;0;0;0;0;0;0;6;0;0;2009
1383;Julio Cesar Gomes Santos;0;0;0;0;0;0;0;0;0;0;0;0;2016
1384;Valmir Henrique De Araujo;0;0;0;0;0;0;0;0;0;5;0;0;2009
1385;Joselisa Maria Chaves;1;1;3;1;1;1;1;0;0;0;0;0;2002
1386;Sandra Regina Soares;0;0;0;0;0;0;0;0;8;5;0;0;2004
1387;Isabele Pires Santos Soler;0;0;0;0;0;0;0;0;0;0;0;0;0
1388;Marcos Antonio Vanderlei Silva;1;0;0;1;2;1;0;2;1;0;0;0;2009
1389;Priscila Paixão Lopes;0;0;0;0;0;0;0;0;0;7;0;0;2001
1390;Elisabete Da Silva Barbosa;0;2;0;0;0;1;0;1;0;1;0;0;2016
1391;Ariel Gustavo Letti;1;0;0;0;0;1;2;0;0;0;0;1;2019
1392;Laila Brichta;0;0;0;0;1;0;0;0;0;7;0;0;2012
1393;Carlos Eduardo Pereira Mendes Da Silva;0;1;1;0;0;0;0;0;0;0;0;0;2015
1394;Edson Dias Ferreira;0;0;0;1;0;0;0;0;0;0;0;0;2004
1395;Izabel Dantas De Menezes;0;0;0;0;0;0;0;0;0;0;0;0;2012
1396;Reinaldo Ferreira Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2021
1397;Rogério Tolfo;0;0;0;1;0;2;0;1;0;0;0;0;2017
1398;Gertrudes Macario De Oliveira;1;0;1;1;0;3;0;2;3;6;0;0;2003
1399;Deborah Maria De Faria;13;1;3;1;0;0;0;1;6;9;0;0;2002
1400;Mariana Rodrigues Veras;0;0;0;0;0;0;0;0;0;0;0;0;2017
1401;Maria da Conceição Andrade de Freitas;0;2;1;0;3;0;8;0;0;0;0;0;2017
1402;Mary Valda Souza Sales;0;2;0;1;2;0;0;0;4;14;0;0;2013
1403;Edmar Ferreira Santos;1;1;0;0;0;0;0;0;0;0;0;0;2021
1404;Emilson Gusmão Piau Santana;0;0;0;0;0;0;0;0;0;0;0;0;0
1405;Pedro Antonio De Oliveira Carneiro;0;0;0;0;0;0;0;0;0;0;0;0;2003
1406;Fátima Luscher Albinati;0;0;0;0;0;0;0;0;0;0;0;0;2012
1407;Maristela Vieira Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
1408;Darlan Ferreira De Oliveira;1;0;0;0;0;0;0;0;0;0;0;0;2018
1409;Janine Pereira Falcão De Oliveira;0;0;0;1;1;0;0;0;0;0;0;0;0
1410;Jana Maruska Buuda Da Matta;0;0;0;0;0;0;0;0;0;0;0;0;2007
1411;Tereza Cristina De Farias Guimarães;0;0;0;0;0;0;0;0;0;0;0;0;1998
1412;Samuel Mattos;0;0;0;0;0;0;0;0;0;0;0;0;0
1413;Claudiano Goulart;0;0;2;0;1;0;0;0;0;0;0;0;2013
1414;Antonio Luiz De Almeida;0;0;0;0;0;0;0;0;0;3;0;0;1998
